tenure_months,monthly_spend,orders_per_month,support_tickets,uses_discounts,app_sessions,churn
8,666.58,3,1,1,12,0
4,322.8,1,0,1,15,0
9,1430.84,1,1,0,14,0
33,2367.27,3,2,1,11,0
44,2022.18,1,0,1,12,0
29,2165.27,3,1,1,19,0
9,1327.95,4,2,1,13,0
15,857.85,1,0,0,13,0
61,1688.98,9,0,1,18,0
69,772.22,4,0,1,11,0
54,2233.44,5,0,0,14,0
8,751.51,2,0,0,8,0
59,1015.54,4,1,1,12,0
50,1618.33,3,0,1,10,0
38,1562.79,3,0,1,10,1
11,1882.38,1,1,1,12,0
71,1424.84,1,0,1,11,0
32,2774.53,2,1,1,14,0
4,2551.82,4,0,1,9,0
15,2661.52,3,0,0,13,0
29,1962.65,5,3,0,16,0
5,1978.02,4,1,1,12,0
23,1905.76,3,1,0,8,0
34,1417.68,0,1,1,8,0
68,1101.9,0,0,1,11,0
7,1857.61,6,0,0,14,0
41,271.49,4,1,0,17,0
66,220.88,3,2,0,4,0
58,2584.6,8,2,1,12,0
66,329.99,2,2,1,11,0
13,1669.43,1,3,1,5,1
57,1921.97,3,1,1,15,0
70,754.88,4,2,0,7,0
24,2708.05,2,3,0,19,0
36,732.27,4,0,1,8,0
38,2676.64,3,2,1,9,0
36,2336.37,6,0,1,17,0
21,874.08,3,1,1,10,0
69,622.08,4,2,1,14,0
68,1085.45,0,2,0,11,0
28,1314.26,4,1,1,11,0
58,888.2,3,3,1,8,0
29,2996.9,4,2,1,4,0
57,843.03,3,0,1,17,0
42,2525.78,1,0,0,8,0
34,645.53,3,3,1,15,0
10,2944.68,2,1,1,12,0
47,831.47,2,2,1,9,0
23,1380.73,1,0,0,7,0
16,1763.98,1,0,0,8,0
14,536.8,4,1,1,12,0
70,2487.1,5,0,0,13,0
8,969.12,3,3,1,6,1
57,1737.96,7,0,1,12,0
62,1738.97,2,0,1,14,0
3,1887.39,3,2,0,9,0
42,355.36,4,3,0,6,0
41,672.13,2,1,1,11,0
26,651.34,2,0,0,12,0
48,1045.74,1,2,1,20,0
30,605.76,3,2,1,15,0
32,2781.38,4,2,1,9,0
31,1636.27,2,1,0,11,0
57,1946.01,3,1,0,18,0
45,1200.97,2,0,1,14,0
27,973.49,2,1,0,6,1
66,1608.9,3,1,1,12,0
57,1024.1,4,2,1,16,0
67,1162.21,6,1,0,11,0
52,1467.7,1,3,0,13,1
28,1616.05,3,2,0,11,1
55,2956.08,2,1,1,13,0
24,825.3,5,3,0,14,0
20,1566.33,3,1,1,10,0
33,618.63,3,1,1,15,0
69,1180.0,5,1,0,11,0
41,2208.47,1,0,0,14,0
28,688.49,6,4,1,13,0
33,1827.78,4,2,0,12,0
21,1366.76,3,0,1,9,0
47,344.42,6,5,1,15,0
25,2812.61,3,0,1,16,0
40,1358.09,3,2,1,17,0
27,2394.99,4,1,0,13,0
23,1365.68,0,1,1,12,0
69,2824.61,3,0,0,11,0
25,1013.32,5,1,1,10,0
6,1354.25,5,5,0,12,0
27,2324.82,5,0,1,17,0
38,1162.27,4,0,1,15,0
7,1220.2,8,1,1,17,0
22,2985.5,4,0,0,12,0
12,1755.72,2,1,1,8,0
36,2130.27,3,2,0,15,1
52,2001.69,2,0,1,9,0
69,2518.19,1,1,0,10,0
28,2613.11,4,2,1,10,0
62,1777.12,7,2,1,14,0
16,1024.76,3,0,1,10,0
56,263.84,1,1,0,17,0
40,1920.33,7,1,1,10,0
54,2511.31,5,0,0,10,0
54,1461.51,3,2,1,11,0
38,661.18,2,3,0,13,0
19,1006.63,4,1,0,18,0
38,1627.97,4,1,1,10,0
59,2542.71,2,0,1,9,0
69,680.91,4,2,0,7,0
66,1914.02,1,0,0,8,0
13,2309.43,1,0,1,14,0
43,2820.93,3,1,0,11,0
8,526.77,4,1,0,16,0
48,2793.9,5,2,0,8,0
71,1884.11,4,3,0,8,0
4,2346.76,7,1,0,9,0
47,350.57,3,3,1,10,0
68,1617.21,4,0,1,10,0
61,1943.36,1,2,0,13,0
28,1059.13,4,2,0,8,0
8,1408.62,2,1,1,11,0
66,1752.03,2,2,1,9,0
66,1747.13,6,0,1,9,0
42,317.21,1,0,1,21,0
70,1430.55,2,1,1,11,0
1,798.69,3,0,0,13,1
44,2766.75,3,2,1,20,0
3,2934.42,3,4,0,9,1
67,1039.01,3,2,1,6,0
49,690.52,3,2,0,10,0
65,814.61,3,2,1,6,0
40,1537.71,7,1,1,9,0
6,2648.62,1,0,1,12,0
2,1600.1,5,1,0,6,0
24,355.1,5,1,1,13,0
53,311.68,9,2,0,10,0
11,836.69,0,0,1,13,1
61,2559.76,4,0,0,14,0
18,1940.15,3,0,1,13,0
36,1776.28,5,2,0,10,0
15,1093.11,2,2,0,11,0
34,2802.39,1,1,1,13,0
33,1127.3,2,1,1,9,0
1,2537.84,3,0,1,8,0
41,2708.53,0,0,0,13,1
56,1553.34,3,0,0,10,0
67,2704.01,0,1,1,8,0
24,975.05,2,2,0,14,0
63,2043.61,4,1,0,9,0
63,446.3,3,1,1,13,0
71,1527.02,3,0,0,11,0
27,808.53,1,0,1,11,0
61,375.74,0,1,0,11,0
41,210.43,2,0,1,12,0
5,1109.31,6,0,1,12,0
20,1850.69,0,1,1,10,0
48,1474.64,1,0,1,10,0
12,1044.95,2,0,1,12,0
31,2975.36,5,2,0,11,1
56,2830.67,2,1,0,16,0
11,551.83,4,2,1,13,0
36,1362.3,5,1,0,3,0
16,2016.77,3,2,1,12,0
39,2253.77,3,1,1,13,0
18,1225.84,2,1,1,8,1
69,2289.59,2,1,0,10,0
6,547.62,1,2,1,17,0
69,1129.08,4,1,0,11,1
57,2206.01,2,0,0,8,0
61,1951.91,4,0,1,9,0
61,2544.19,5,1,1,9,0
14,331.2,2,1,1,14,0
67,688.3,4,3,0,21,0
43,335.78,2,1,0,8,0
69,737.92,2,1,1,10,0
63,211.99,0,0,1,9,0
42,1611.79,1,1,1,8,0
27,1679.28,2,1,0,9,1
9,2042.1,5,1,1,8,0
8,1277.75,3,0,0,11,0
28,208.98,2,3,1,12,0
58,2086.9,3,1,0,7,1
36,352.02,5,3,1,7,0
35,2625.28,5,0,0,10,0
18,263.43,4,3,1,15,0
41,1685.33,1,2,1,13,0
46,2705.77,0,0,1,9,0
70,1802.97,1,3,0,6,0
52,1903.57,2,0,0,11,0
44,2108.51,0,0,1,12,0
65,542.74,2,0,1,8,0
31,2089.8,2,4,1,12,1
67,2664.99,4,2,0,9,0
27,2927.82,0,1,0,14,0
10,1440.55,5,0,0,14,0
30,1164.61,1,1,0,10,0
10,2309.27,4,1,1,15,1
9,1720.05,3,1,1,9,1
63,920.45,4,3,1,13,0
57,682.04,5,0,0,12,0
16,676.64,1,1,0,11,0
60,1485.7,3,1,0,8,0
5,676.35,4,2,1,10,0
21,255.21,0,2,0,13,0
51,345.85,4,2,1,13,0
22,2803.68,1,3,1,14,0
52,404.29,3,1,1,12,0
63,404.91,6,1,1,13,0
5,1463.33,5,4,0,16,0
2,886.28,2,0,1,18,0
67,2895.54,2,1,0,14,0
37,2750.76,1,0,0,13,0
36,1333.28,1,2,0,12,0
33,1456.45,1,0,1,10,0
31,1250.32,8,1,1,13,0
49,306.03,2,2,1,15,0
42,1019.97,3,1,1,10,0
12,543.49,2,1,1,14,0
45,486.64,5,2,1,13,0
48,1770.41,3,1,1,14,0
9,476.54,5,0,0,12,0
27,488.21,3,1,0,9,0
57,1545.44,2,1,0,10,0
44,1438.39,3,2,0,12,0
10,585.38,6,2,0,13,0
3,212.46,4,2,0,15,0
42,740.33,5,0,1,12,0
33,860.5,5,1,1,10,0
69,2440.7,2,0,1,11,0
38,2763.23,2,0,1,12,0
67,1336.64,2,1,1,9,0
16,1334.07,4,1,0,12,0
32,2194.95,1,1,0,13,0
10,1955.38,5,0,0,18,0
41,715.59,3,1,1,11,0
14,501.53,4,3,1,9,0
35,1425.31,5,1,0,14,0
25,1781.52,4,1,0,11,0
14,588.38,0,2,1,11,0
7,1021.17,4,3,1,9,0
37,1056.64,5,1,1,8,0
68,931.63,2,0,1,12,0
15,1490.13,4,3,0,8,0
29,2028.58,3,2,1,14,0
16,1626.29,0,2,1,14,0
58,764.08,1,1,0,13,0
30,488.23,2,1,0,14,0
70,2501.24,1,3,1,8,0
18,1542.05,1,2,0,12,0
6,373.99,1,1,0,13,0
42,922.74,3,0,0,12,0
47,2451.29,2,1,0,10,0
71,2304.83,8,2,0,20,0
62,2652.29,1,5,0,13,0
63,1885.85,3,1,1,14,0
46,1384.14,1,1,0,12,0
26,1394.58,3,1,0,14,0
31,743.2,1,1,1,7,1
10,2022.24,4,2,0,17,0
31,1838.19,6,1,1,12,0
26,633.62,2,1,0,12,0
3,2679.86,4,1,0,19,1
15,1231.71,4,2,0,10,0
38,339.27,3,0,1,21,0
27,1118.07,3,0,1,13,0
71,2635.6,4,0,1,18,0
34,2767.48,6,2,0,10,0
69,1573.12,1,2,0,11,0
47,2877.75,4,2,1,15,0
3,2650.68,1,5,0,13,0
15,2510.65,3,0,0,13,0
51,2607.19,2,1,1,16,0
39,1269.25,3,1,0,11,0
22,2318.11,4,3,1,11,0
38,1816.55,4,1,1,10,0
65,2215.12,1,0,0,8,0
28,697.8,4,3,1,19,0
4,2247.9,1,1,1,14,0
23,2881.26,4,0,1,10,0
67,1047.46,1,3,1,6,0
55,2961.25,4,1,0,10,0
60,1259.45,4,1,0,10,0
65,759.23,5,1,0,10,0
9,514.4,2,0,0,12,0
21,2397.89,1,1,1,11,0
5,1753.51,0,0,1,11,1
1,1059.97,5,2,0,12,1
60,1903.66,1,0,0,10,1
67,1129.88,3,3,1,20,0
12,1455.4,2,2,0,13,0
52,2615.46,2,1,0,14,0
38,2070.87,1,0,1,8,0
5,2334.73,4,0,0,10,0
66,1833.78,5,0,0,14,0
62,2975.91,3,1,0,11,0
41,875.95,1,0,0,11,0
51,934.42,3,1,1,13,0
29,459.17,1,1,0,14,0
57,1751.25,2,4,0,7,0
32,1917.41,8,4,0,9,0
71,2232.69,3,1,1,7,0
5,1139.25,1,3,1,11,0
13,234.32,4,2,0,10,0
69,1970.24,5,0,0,14,0
21,2996.35,3,0,1,12,0
23,1024.74,5,1,1,15,0
57,715.02,3,0,1,16,0
14,988.95,6,0,1,16,0
37,1391.16,2,0,1,20,0
21,902.56,1,2,0,9,0
15,1171.49,3,2,1,15,0
69,1986.98,5,1,0,15,0
15,1166.08,4,0,1,11,0
7,1308.97,5,0,1,11,0
48,312.09,4,2,1,16,0
62,2770.24,2,0,1,11,0
10,1339.28,1,1,1,12,0
51,1118.8,0,1,1,5,0
39,442.16,2,0,1,11,0
59,1975.71,1,1,0,10,0
10,2618.71,1,1,1,12,0
70,315.23,3,2,0,16,0
44,606.76,4,0,0,8,0
60,609.89,2,2,0,15,0
26,1886.37,4,0,0,15,0
67,2779.45,6,1,0,10,0
45,1425.75,3,0,0,13,0
10,1162.66,1,1,1,12,0
66,2344.35,1,1,1,11,0
57,2279.19,4,0,0,15,0
22,890.92,2,2,0,15,0
39,650.31,2,1,0,12,0
28,1201.87,2,3,1,16,0
39,2371.69,4,1,0,11,0
69,2146.18,6,0,1,8,0
64,2064.39,4,1,0,21,0
16,2522.4,4,3,1,16,1
69,975.96,4,1,0,14,0
32,1151.11,1,1,1,18,0
51,318.55,3,0,0,10,0
55,2632.49,2,1,0,9,0
35,1830.8,2,0,1,11,0
33,1034.74,5,2,0,9,0
33,394.37,2,2,0,11,0
62,2225.55,2,1,0,14,0
28,2296.47,2,2,1,13,1
20,2065.3,3,2,0,16,0
26,770.59,0,1,1,13,0
14,2757.0,2,3,1,6,0
28,2308.84,2,0,0,10,1
9,2041.72,6,1,0,13,0
7,2022.64,3,1,0,10,1
52,2732.2,7,2,1,11,0
6,2799.26,2,0,1,13,0
41,1867.78,3,1,1,10,0
56,1366.67,2,2,1,14,0
52,1218.46,4,2,1,8,0
32,2493.42,2,2,0,12,0
14,2004.89,1,2,1,16,0
67,416.34,7,0,0,13,0
60,598.12,2,1,0,12,0
44,2720.52,4,3,1,15,1
7,2676.59,3,1,1,14,0
3,2865.13,2,2,0,22,0
23,1397.98,2,0,1,13,0
12,2395.37,3,0,1,9,0
62,2519.03,5,1,1,15,0
15,1083.95,9,2,0,16,0
21,606.95,0,1,0,17,0
70,2991.67,2,2,0,9,0
59,284.61,2,0,0,16,0
16,1872.54,3,4,1,8,0
28,2020.59,3,2,1,15,0
37,2109.01,2,2,1,11,0
48,915.76,3,1,1,15,0
67,2220.42,1,1,0,10,0
62,805.92,1,0,0,9,0
70,2521.31,3,2,1,18,0
3,813.53,2,2,0,9,0
17,2150.78,2,0,0,10,1
40,2393.56,3,3,0,6,0
4,729.05,1,2,0,11,0
26,866.36,3,1,1,15,0
11,2381.49,2,1,0,4,0
67,440.8,2,1,0,10,0
5,734.13,3,1,0,9,0
11,1475.49,6,1,1,11,0
14,2804.51,1,0,0,14,0
11,1773.26,7,0,1,11,0
41,1285.5,2,0,1,13,0
26,2939.44,5,1,1,15,0
65,1498.39,2,1,0,10,1
19,1414.46,3,0,0,22,0
39,1352.6,6,3,1,11,0
47,1074.1,4,0,1,12,0
45,1111.95,3,0,0,5,0
57,2125.94,3,2,0,18,0
15,314.34,8,1,0,10,0
37,2109.09,4,1,0,10,0
57,763.37,4,2,1,10,0
62,1275.78,3,0,0,8,0
44,610.31,4,0,0,11,0
47,1747.7,7,1,0,12,0
62,2242.18,1,2,1,9,0
45,1193.04,3,1,1,9,0
68,657.57,0,0,0,9,0
10,834.22,2,1,1,13,0
25,2490.72,5,0,0,17,0
8,949.42,3,2,0,7,0
7,2369.17,5,1,1,7,0
34,1127.36,0,2,0,10,1
17,728.45,2,1,1,10,0
29,2236.46,3,1,0,7,1
32,1511.93,1,1,0,5,0
45,287.58,3,0,1,10,0
68,2887.84,4,0,0,21,0
61,613.71,4,1,0,13,0
27,1189.54,0,2,0,12,0
24,1277.42,2,1,1,9,1
55,1570.4,1,2,0,10,0
9,2399.24,0,1,0,10,1
39,217.05,4,0,1,14,0
31,2810.92,3,1,0,15,0
13,2008.77,3,1,1,12,0
44,2861.82,0,0,0,4,0
23,2488.69,2,0,0,12,0
14,2797.95,1,1,1,14,0
47,1882.8,4,2,0,15,0
13,1200.47,5,3,0,16,0
48,1440.16,3,1,0,17,0
12,2042.49,4,0,0,19,0
31,1395.41,2,1,0,6,0
58,2248.68,2,1,1,18,0
17,457.17,3,0,1,12,0
55,2523.96,1,1,0,12,0
52,771.73,5,2,0,14,0
65,2843.05,6,0,1,14,0
12,635.53,5,1,1,9,0
51,561.66,1,0,0,12,0
67,2473.25,2,1,1,14,0
55,2492.37,3,2,0,15,0
14,2268.53,1,0,1,15,0
59,2889.49,6,0,1,10,0
8,957.51,7,0,0,17,0
42,2514.62,5,1,1,9,0
36,1185.71,1,0,0,15,1
38,1704.72,3,1,1,15,0
37,1447.68,4,1,1,12,0
3,216.38,1,2,1,8,0
37,1808.49,4,1,1,14,0
67,2293.02,2,1,0,11,0
32,688.75,7,1,1,15,0
20,2808.64,4,2,1,9,0
71,1685.12,3,1,0,12,0
8,699.09,7,0,1,14,0
35,2008.65,2,0,0,12,0
37,737.38,5,3,0,12,0
34,377.89,5,2,0,8,0
66,2118.88,0,1,1,9,0
30,509.95,2,0,0,13,0
70,497.41,2,1,1,11,0
5,2271.84,4,4,1,10,0
53,354.57,4,1,0,6,0
43,2467.35,3,2,1,12,0
18,2429.22,2,2,0,14,0
17,595.9,2,0,1,11,0
52,1651.47,5,0,0,13,0
46,470.55,1,1,1,12,0
44,1971.2,4,1,0,18,0
4,376.2,4,0,1,12,0
43,2844.55,5,2,1,11,0
70,781.65,4,0,1,8,0
2,2112.11,2,3,1,12,0
34,559.22,3,3,0,6,0
36,786.87,5,1,1,12,0
64,1462.66,3,2,1,10,0
21,1804.67,3,3,0,18,0
34,2996.82,3,1,0,8,0
51,272.59,1,0,1,9,0
5,200.88,4,1,1,6,0
57,1181.03,5,0,0,12,0
59,1225.24,4,1,0,7,0
52,2674.74,1,1,0,11,0
47,2755.23,4,1,1,9,0
54,2665.47,3,1,0,23,0
56,600.9,1,1,1,13,0
65,1353.89,2,0,0,12,0
31,2288.48,1,1,0,9,0
33,1075.31,2,1,1,12,0
46,2057.07,1,1,0,6,0
14,864.0,0,1,0,11,0
61,1105.57,2,2,0,13,0
55,2609.2,8,0,0,13,0
45,901.43,3,1,1,12,0
22,2900.11,2,1,0,12,0
25,1057.53,2,2,0,23,0
31,265.88,2,2,0,10,0
48,913.72,2,0,0,12,0
56,679.37,3,1,1,13,0
48,1619.12,4,0,1,4,0
67,515.6,4,1,0,15,0
69,1952.94,4,2,1,11,0
51,2649.72,3,2,1,16,0
27,1215.05,3,1,1,10,0
43,671.78,5,1,1,14,0
31,1320.07,0,1,0,14,0
45,2400.71,1,0,0,13,0
58,1856.17,6,0,0,12,0
27,483.2,6,0,1,17,0
36,1704.12,2,1,0,15,0
4,1510.64,0,0,0,10,1
53,1115.91,4,4,1,12,0
35,508.45,4,1,0,11,0
33,2947.11,3,2,1,14,0
38,692.92,2,0,1,10,0
16,739.68,2,3,1,13,1
43,607.63,4,1,0,16,0
53,1796.54,1,1,1,13,0
25,1442.27,3,1,1,13,0
10,898.76,4,2,0,8,0
28,1402.39,3,0,0,16,0
15,2085.86,1,3,0,11,1
27,988.76,2,1,0,6,0
45,2762.69,5,1,1,5,0
9,1057.77,1,0,0,5,0
54,754.9,1,1,0,11,0
16,2872.79,3,1,0,11,0
64,2469.57,4,2,1,7,0
53,1160.79,2,0,1,10,0
20,2556.01,2,0,1,13,0
40,1652.68,5,3,0,6,0
8,1170.91,3,1,0,12,0
8,2550.91,3,0,0,7,1
68,2306.06,3,1,1,14,0
57,1034.05,6,1,0,15,0
11,1898.7,2,1,0,16,1
21,1234.29,1,0,1,7,0
15,202.95,3,0,0,15,0
29,2893.08,1,1,1,10,1
21,1738.96,4,1,0,12,0
24,1875.61,1,1,0,9,0
38,1879.7,6,1,1,8,0
14,1741.8,4,3,0,18,0
63,1012.13,1,5,1,7,0
52,2920.41,2,0,1,13,1
54,1940.67,1,2,0,13,0
13,2078.58,1,1,1,5,0
51,1473.42,3,0,0,7,0
60,1006.01,1,1,0,19,0
13,380.18,4,1,0,14,0
54,1180.64,3,2,1,9,0
26,693.07,3,0,1,14,0
56,2053.85,3,1,1,11,0
34,2661.21,2,2,0,16,0
57,1047.71,3,2,1,13,0
11,1132.07,4,2,1,18,0
28,2077.02,2,1,1,8,0
20,617.96,4,2,0,20,0
18,2802.42,2,2,1,15,0
22,1218.77,3,3,1,11,0
28,483.36,8,0,1,11,0
10,689.12,2,2,0,15,0
51,2811.69,8,1,1,19,0
40,891.93,4,0,0,15,0
59,2054.35,4,0,1,15,0
51,637.26,1,0,1,10,0
11,743.48,7,1,1,13,0
5,2661.87,3,0,1,17,1
31,614.49,3,2,1,21,0
35,252.5,2,0,1,15,0
18,1603.45,1,2,0,20,0
56,2615.64,2,0,1,15,0
42,1112.77,3,4,0,10,1
54,558.85,7,0,0,14,0
8,2950.25,1,2,1,11,0
58,2094.87,3,0,1,10,0
15,2581.93,5,0,1,9,0
32,2305.99,0,4,1,12,0
32,2155.08,3,1,1,11,0
59,1276.78,1,0,1,7,0
20,1108.15,1,4,1,16,0
18,2207.48,4,0,0,11,0
25,2206.8,0,0,0,10,1
26,2861.65,7,1,1,13,0
13,1792.25,3,1,0,20,0
13,1024.94,1,2,1,3,0
17,1570.68,3,1,1,6,0
34,1918.4,1,2,0,12,0
25,1394.84,2,2,1,7,0
28,2415.17,7,3,0,12,0
52,1836.92,1,1,0,14,0
18,226.42,0,0,0,14,0
65,1795.55,5,2,1,15,0
54,1974.09,2,3,0,8,1
13,2762.73,6,1,1,10,1
23,1358.42,4,0,0,16,0
14,1808.51,3,0,1,10,0
20,1529.99,5,1,0,9,0
26,1688.64,1,0,0,10,1
10,388.45,5,0,0,22,0
2,2712.39,4,0,0,10,0
32,2749.15,3,1,1,10,0
50,1734.57,2,0,1,8,0
22,1758.36,4,5,0,8,1
62,361.16,2,0,0,15,0
27,1874.26,5,0,1,17,0
64,1401.63,3,3,1,7,0
17,2185.32,2,0,1,17,0
39,331.95,4,0,1,10,0
55,2190.49,2,1,1,14,0
5,1003.3,2,3,0,8,0
67,2024.77,2,0,0,13,0
26,1955.95,3,1,1,15,0
36,835.16,4,2,1,12,0
45,1433.27,1,0,0,11,0
46,2539.77,5,1,0,18,0
2,1895.66,0,1,1,15,0
62,392.47,0,0,0,11,1
45,1440.14,4,1,1,6,0
71,1072.96,0,0,0,11,0
34,1996.61,3,2,1,8,1
44,1920.78,2,0,1,17,0
32,229.11,1,0,1,15,0
64,1901.55,1,0,0,11,0
60,2257.58,6,2,1,13,0
65,2352.44,4,0,0,9,0
36,365.13,0,2,0,11,0
57,1050.24,1,1,1,13,0
26,1379.57,2,0,1,10,0
33,703.36,1,2,1,9,0
54,1378.05,6,2,1,19,0
6,399.16,1,3,1,8,1
51,517.01,3,0,1,7,0
2,2072.35,3,1,0,8,0
42,935.2,3,2,1,5,0
34,2191.94,6,3,1,8,1
34,334.7,1,1,1,13,1
36,1775.57,4,0,0,14,0
35,1296.06,0,2,0,9,0
29,2431.52,1,3,0,12,0
33,2395.06,2,0,1,5,0
41,1251.57,2,2,0,11,0
55,1943.6,3,1,0,18,0
40,837.14,7,5,0,15,0
46,1825.14,4,1,1,9,0
60,427.54,4,1,0,18,0
71,1416.89,2,1,1,11,0
8,711.64,7,2,1,10,0
51,2673.47,2,2,1,12,0
16,1445.72,5,0,0,13,1
14,1854.17,4,2,1,21,0
57,1209.07,5,0,0,15,0
5,1008.47,3,0,0,11,0
61,768.18,7,1,0,15,0
55,2753.24,2,0,0,14,0
71,2438.5,7,1,0,14,0
48,573.13,7,1,0,16,0
62,2290.83,1,1,1,11,0
9,1371.89,4,1,1,12,0
64,243.11,5,1,0,12,0
12,1679.43,2,1,0,8,0
23,564.13,1,2,1,5,0
10,787.82,1,1,0,17,0
29,2148.91,4,2,0,10,0
54,920.0,0,1,0,8,0
20,2697.29,2,2,0,4,1
59,2040.08,3,0,1,8,0
44,2530.39,4,0,0,17,0
45,1922.53,2,0,0,11,0
67,2632.78,2,1,0,11,1
31,1212.72,2,0,0,14,0
25,1737.59,2,0,1,10,0
71,1644.49,2,0,0,13,0
40,2730.61,1,1,0,14,0
44,661.76,5,0,0,9,0
22,1818.57,3,0,1,17,0
16,2312.41,1,3,1,18,0
13,1236.14,3,1,1,19,0
16,2629.23,6,0,1,16,0
14,1244.44,2,1,0,17,0
54,685.26,0,0,0,15,0
5,1835.34,2,2,1,11,0
45,1377.59,5,1,1,13,0
68,242.53,6,2,0,10,0
55,395.55,3,0,1,11,0
29,746.78,2,0,1,6,1
5,2354.12,2,1,0,10,0
60,2697.71,2,2,0,14,0
1,1727.79,6,1,1,11,0
49,495.58,2,0,1,14,0
48,1696.37,3,4,0,12,0
14,2595.7,1,3,0,9,1
53,2298.54,3,2,1,12,0
13,1015.07,0,1,1,12,0
17,546.89,3,0,1,11,0
58,2721.91,2,0,0,11,0
70,2591.45,3,1,1,9,0
19,350.4,3,2,1,14,1
66,2506.29,6,1,0,11,0
65,472.2,4,2,1,17,0
55,377.19,4,1,0,12,0
10,2324.08,3,0,0,18,0
22,1701.67,3,1,0,12,0
49,1360.73,1,1,1,14,0
71,2730.81,3,2,0,9,0
58,2550.05,3,0,1,11,0
30,361.35,1,3,0,18,0
17,1925.04,5,1,1,8,0
69,2362.35,5,1,1,11,0
20,1741.37,4,2,0,13,0
25,2952.42,5,1,1,9,0
69,2120.93,3,0,1,7,0
40,491.6,4,3,1,10,0
19,755.23,2,0,1,14,0
1,2513.49,4,1,1,8,0
31,2990.92,2,3,0,12,0
71,475.35,8,2,1,16,0
31,480.92,4,1,1,15,0
50,2337.48,8,1,0,15,0
18,380.19,3,1,1,12,1
56,391.97,5,4,0,8,0
56,2688.69,3,0,1,13,0
44,2441.26,5,3,1,10,0
55,2668.38,2,0,1,10,0
42,2021.44,4,0,1,13,0
27,1103.1,3,1,1,14,0
53,2737.68,0,1,1,14,0
60,1036.43,3,0,0,11,0
60,971.43,5,1,0,19,0
16,2681.92,2,0,1,11,0
49,2106.3,2,0,0,9,0
1,2707.88,4,0,1,10,0
41,636.52,3,1,1,17,0
41,2866.43,2,2,0,15,0
26,1915.68,1,2,0,14,0
71,2070.5,3,1,0,11,0
63,2759.37,4,1,0,10,0
3,1266.11,3,2,0,14,0
15,2214.81,1,1,0,13,0
15,1992.95,8,1,1,10,1
64,2405.71,5,2,0,15,0
37,2711.44,3,1,1,13,0
52,2104.17,2,0,0,12,0
58,389.39,2,1,1,13,0
55,712.79,1,0,1,13,0
7,2871.14,2,2,0,12,0
10,2912.22,1,0,0,14,0
29,2908.76,0,1,0,14,1
25,303.04,4,1,0,13,0
54,1270.85,7,3,0,13,0
12,2327.08,4,1,0,14,0
27,2308.08,2,4,1,12,1
17,440.54,3,1,1,15,0
14,1906.57,4,4,1,11,0
13,600.03,4,2,0,18,0
14,1580.99,0,0,1,13,0
41,871.12,4,1,0,7,0
30,348.85,3,3,0,13,0
31,424.05,2,1,0,9,0
35,2750.5,4,1,1,12,0
53,2285.01,2,2,0,8,1
62,2809.11,3,5,1,12,0
38,1515.97,3,1,1,16,0
46,1357.22,4,0,1,14,0
53,1203.54,3,1,1,12,0
50,1925.66,6,1,1,9,0
10,1184.37,1,0,0,14,0
70,2289.57,1,0,1,17,0
12,2443.69,5,1,0,12,0
30,2652.36,4,1,1,15,0
47,879.84,4,2,1,19,0
29,1675.66,2,0,0,13,1
18,825.64,5,1,0,11,0
66,305.16,8,1,1,16,0
6,2181.91,7,0,1,20,0
18,1737.15,3,0,1,7,0
71,2227.0,2,0,0,15,0
52,445.34,0,0,1,14,0
7,2987.47,5,0,0,17,0
54,2984.18,4,3,0,15,0
69,1502.0,4,0,1,17,0
7,2624.96,3,1,1,14,0
30,881.99,2,2,1,12,0
34,2265.19,5,3,0,14,0
10,2661.83,5,0,1,12,0
15,2481.07,1,1,1,8,0
13,2472.97,3,1,1,13,1
14,1496.47,3,0,1,15,0
29,2495.97,2,2,1,12,0
33,2133.97,8,0,0,10,0
17,570.86,5,1,0,15,0
21,519.72,4,0,1,13,0
14,2361.38,3,1,0,10,0
57,1951.3,3,0,1,10,0
16,1654.25,3,1,0,8,0
65,2740.33,4,2,1,11,0
39,2046.85,3,0,0,15,0
57,1309.21,7,3,0,16,0
46,1359.01,3,1,0,13,0
19,1894.68,5,2,1,12,0
43,2328.77,1,3,1,10,0
20,1780.19,1,0,1,17,0
9,1624.53,6,2,0,9,0
19,2235.32,3,3,1,12,0
20,2174.74,3,1,0,16,1
10,2524.97,5,1,0,12,0
2,375.15,0,2,0,9,0
68,2313.87,1,1,1,15,0
37,1638.53,1,1,1,9,0
29,409.14,2,0,0,11,0
67,2101.23,1,1,1,12,0
16,2206.31,1,3,1,14,1
29,1666.16,3,0,0,13,0
61,2422.64,3,0,0,8,0
45,1040.69,5,0,0,10,0
29,765.34,1,2,0,8,0
19,1182.06,3,1,1,11,0
3,1348.14,3,1,0,13,0
7,2148.61,0,0,0,11,0
12,2567.46,5,0,1,14,1
56,2218.57,0,1,1,5,0
46,687.17,2,1,1,9,0
31,1225.41,2,0,0,7,0
56,643.56,4,2,1,13,0
12,2122.83,4,1,0,10,0
15,894.88,1,1,0,16,0
28,1671.08,2,1,1,11,0
66,2417.12,0,2,0,13,0
44,2078.63,5,1,0,15,0
61,1035.45,2,1,0,13,0
18,1132.03,5,3,0,14,0
61,2029.42,7,1,1,8,0
6,1738.51,3,0,1,16,0
17,469.9,2,3,0,9,1
38,2647.18,2,0,1,14,0
4,1635.32,2,0,1,8,0
